,customerId,productId,score,rank
0,1553,1,0.10348175764083863,1
1,1553,2,0.0934672474861145,2
2,1553,35,0.0845762014389038,3
3,1553,33,0.0668614387512207,4
4,1553,61,0.06512556076049805,5
5,1553,15,0.06476415395736694,6
6,1553,11,0.05467898845672607,7
7,1553,5,0.05406981706619263,8
8,1553,36,0.05048650503158569,9
9,1553,13,0.04985467195510864,10
10,20400,26,0.05812269449234009,1
11,20400,6,0.05361741781234741,2
12,20400,113,0.05312788486480713,3
13,20400,1,0.05210459232330322,4
14,20400,15,0.047683894634246826,5
15,20400,27,0.044673383235931396,6
16,20400,13,0.04383981227874756,7
17,20400,246,0.04373115301132202,8
18,20400,160,0.04251152276992798,9
19,20400,4,0.04242873191833496,10
20,19750,36,0.12405195832252502,1
21,19750,48,0.12334879239400227,2
22,19750,38,0.1118616263071696,3
23,19750,79,0.10431413849194844,4
24,19750,1,0.1038620372613271,5
25,19750,2,0.07453847924868266,6
26,19750,194,0.061924477418263756,7
27,19750,21,0.060992548863093056,8
28,19750,33,0.060228586196899414,9
29,19750,5,0.059651424487431846,10
30,6334,1,0.27060776948928833,1
31,6334,14,0.2515467405319214,2
32,6334,5,0.2196648120880127,3
33,6334,3,0.20122414827346802,4
34,6334,19,0.1758044958114624,5
35,6334,33,0.17577236890792847,6
36,6334,21,0.17528533935546875,7
37,6334,15,0.16492873430252075,8
38,6334,17,0.16438406705856323,9
39,6334,47,0.1626296043395996,10
40,27773,16,0.1290636658668518,1
41,27773,1,0.10692360997200012,2
42,27773,159,0.10573562979698181,3
43,27773,5,0.08411675691604614,4
44,27773,157,0.08009982109069824,5
45,27773,20,0.0776226818561554,6
46,27773,81,0.07740384340286255,7
47,27773,13,0.07275328040122986,8
48,27773,12,0.07136914134025574,9
49,27773,7,0.07134085893630981,10
50,20027,1,0.09720094501972198,1
51,20027,2,0.0895165205001831,2
52,20027,13,0.06373593211174011,3
53,20027,36,0.06113733351230621,4
54,20027,19,0.059116050601005554,5
55,20027,11,0.05691874027252197,6
56,20027,25,0.05667033791542053,7
57,20027,20,0.05326013267040253,8
58,20027,61,0.052606672048568726,9
59,20027,23,0.05077633261680603,10
60,10104,1,0.06895709037780762,1
61,10104,9,0.06480967998504639,2
62,10104,216,0.06155449151992798,3
63,10104,4,0.061142921447753906,4
64,10104,7,0.05765032768249512,5
65,10104,114,0.05347871780395508,6
66,10104,64,0.05283135175704956,7
67,10104,63,0.05206418037414551,8
68,10104,20,0.05121815204620361,9
69,10104,45,0.05065464973449707,10
70,5522,1,0.0954336781393398,1
71,5522,2,0.07630352540449663,2
72,5522,15,0.06127895550294356,3
73,5522,33,0.057896731929345566,4
74,5522,61,0.05002756145867435,5
75,5522,25,0.04420005597851493,6
76,5522,21,0.043600855903192,7
77,5522,12,0.04248126528479836,8
78,5522,194,0.04141795499758287,9
79,5522,14,0.04120602661913091,10
80,9978,62,0.08193220032585992,1
81,9978,67,0.07642389668358697,2
82,9978,5,0.07634945048226251,3
83,9978,2,0.0640065868695577,4
84,9978,188,0.06289045678244697,5
85,9978,13,0.06187570757336087,6
86,9978,31,0.060030857721964516,7
87,9978,15,0.05575407875908746,8
88,9978,20,0.05410463942421807,9
89,9978,36,0.049515982468922935,10
90,20966,1,0.09074570735295613,1
91,20966,5,0.06490238507588704,2
92,20966,33,0.06345212459564209,3
93,20966,59,0.057008723417917885,4
94,20966,4,0.05051491657892863,5
95,20966,16,0.049543182055155434,6
96,20966,31,0.04912952582041422,7
97,20966,20,0.048881193002065025,8
98,20966,93,0.048520565032958984,9
99,20966,171,0.04610665639241537,10
100,218,1,0.0894819823178378,1
101,218,2,0.07999742843888023,2
102,218,79,0.07256996631622314,3
103,218,15,0.06795623627575961,4
104,218,11,0.06789379770105536,5
105,218,20,0.05798188122836026,6
106,218,194,0.05775099450891668,7
107,218,61,0.05242190848697315,8
108,218,25,0.05166598612611944,9
109,218,29,0.050239148465069855,10
110,9023,1,0.13926130533218384,1
111,9023,5,0.09873909950256347,2
112,9023,33,0.09269096851348876,3
113,9023,36,0.08459116220474243,4
114,9023,61,0.08394443988800049,5
115,9023,14,0.0822046160697937,6
116,9023,106,0.07937253713607788,7
117,9023,21,0.07886373996734619,8
118,9023,13,0.0761693000793457,9
119,9023,47,0.07440803050994874,10
120,22253,13,0.06807470321655273,1
121,22253,25,0.06633462011814117,2
122,22253,2,0.06562930345535278,3
123,22253,20,0.061143144965171814,4
124,22253,15,0.06104578077793121,5
125,22253,1,0.060194775462150574,6
126,22253,11,0.051934510469436646,7
127,22253,36,0.049912914633750916,8
128,22253,29,0.048057690262794495,9
129,22253,51,0.04566745460033417,10
130,1705,1,0.1611070136229197,1
131,1705,21,0.10003893574078877,2
132,1705,15,0.09961871306101482,3
133,1705,19,0.0973966618378957,4
134,1705,13,0.09035760164260864,5
135,1705,61,0.08815370996793111,6
136,1705,59,0.0880492130915324,7
137,1705,14,0.08720036347707112,8
138,1705,11,0.08278820912043254,9
139,1705,29,0.07936060428619385,10
140,10526,2,0.22294655442237854,1
141,10526,0,0.17451122403144836,2
142,10526,5,0.17394870519638062,3
143,10526,47,0.14894667267799377,4
144,10526,61,0.14460489153862,5
145,10526,30,0.1360812485218048,6
146,10526,59,0.13588517904281616,7
147,10526,17,0.13365790247917175,8
148,10526,7,0.12827032804489136,9
149,10526,33,0.12217530608177185,10
150,13702,1,0.09556293487548828,1
151,13702,32,0.0689166784286499,2
152,13702,2,0.06668660044670105,3
153,13702,20,0.05418574810028076,4
154,13702,25,0.05361562967300415,5
155,13702,0,0.0500582754611969,6
156,13702,75,0.04903686046600342,7
157,13702,72,0.04867899417877197,8
158,13702,15,0.04780706763267517,9
159,13702,26,0.04485982656478882,10
160,18388,2,0.11558479070663452,1
161,18388,5,0.09406345089276631,2
162,18388,21,0.08425863583882649,3
163,18388,33,0.07846894860267639,4
164,18388,59,0.07452874382336934,5
165,18388,17,0.07132980227470398,6
166,18388,13,0.06861074765523274,7
167,18388,16,0.06826469302177429,8
168,18388,4,0.06791443626085918,9
169,18388,15,0.06669796506563823,10
170,6591,33,0.1195981502532959,1
171,6591,15,0.10033267736434937,2
172,6591,61,0.09523320198059082,3
173,6591,13,0.08723650127649307,4
174,6591,21,0.08591026812791824,5
175,6591,31,0.08531443029642105,6
176,6591,19,0.08389942348003387,7
177,6591,0,0.07541511952877045,8
178,6591,20,0.07519989460706711,9
179,6591,11,0.07341938465833664,10
180,821,1,0.0961539474400607,1
181,821,2,0.07287372784181075,2
182,821,5,0.057040480050173675,3
183,821,13,0.05689921162345193,4
184,821,4,0.05044277147813277,5
185,821,12,0.04848081415349787,6
186,821,61,0.0483406511220065,7
187,821,33,0.04766900972886519,8
188,821,25,0.045985720374367454,9
189,821,17,0.04459193619814786,10
190,15830,2,0.09015993277231853,1
191,15830,21,0.0800536076227824,2
192,15830,5,0.07955151796340942,3
193,15830,0,0.07731456557909648,4
194,15830,61,0.06895406047503154,5
195,15830,39,0.06754377484321594,6
196,15830,17,0.06274494528770447,7
197,15830,4,0.060903201500574745,8
198,15830,137,0.0589178204536438,9
199,15830,86,0.057790120442708336,10
200,18056,1,0.07393273285457067,1
201,18056,13,0.051698778356824605,2
202,18056,63,0.05067649909428188,3
203,18056,50,0.048642482076372416,4
204,18056,15,0.047713560717446465,5
205,18056,5,0.04511326551437378,6
206,18056,7,0.04361814260482788,7
207,18056,11,0.04185904775347028,8
208,18056,133,0.041148637022290914,9
209,18056,156,0.03910765477589199,10
210,13225,2,0.09822986523310344,1
211,13225,190,0.076611770523919,2
212,13225,5,0.0693685081270006,3
213,13225,15,0.06926247808668348,4
214,13225,4,0.06568740473853217,5
215,13225,21,0.06350512637032403,6
216,13225,0,0.06339693731731838,7
217,13225,44,0.056142449378967285,8
218,13225,31,0.0539567404323154,9
219,13225,12,0.05265211396747165,10
220,4871,5,0.09628338473183769,1
221,4871,33,0.0922124981880188,2
222,4871,21,0.08297478301184517,3
223,4871,15,0.08229388509477888,4
224,4871,59,0.0763565046446664,5
225,4871,17,0.07620614767074585,6
226,4871,0,0.07439731700079781,7
227,4871,61,0.07196706533432007,8
228,4871,13,0.07014065129416329,9
229,4871,20,0.06535013232912336,10
230,16104,187,0.09128652811050415,1
231,16104,1,0.08700228929519653,2
232,16104,5,0.08437257409095764,3
233,16104,2,0.06967179775238037,4
234,16104,15,0.06349323987960816,5
235,16104,11,0.05763025283813476,6
236,16104,4,0.05486439466476441,7
237,16104,105,0.052077239751815795,8
238,16104,21,0.05067766904830932,9
239,16104,12,0.04966726899147034,10
240,5365,1,0.12290384372075398,1
241,5365,4,0.10055120786031087,2
242,5365,77,0.0977062185605367,3
243,5365,43,0.09706749518712361,4
244,5365,5,0.08748010794321696,5
245,5365,15,0.08543058236440022,6
246,5365,24,0.08512194951375325,7
247,5365,2,0.08088022470474243,8
248,5365,57,0.07994935909907024,9
249,5365,25,0.07442875703175862,10
250,7180,5,0.09857124090194702,1
251,7180,100,0.08783457676569621,2
252,7180,61,0.08692665894826253,3
253,7180,15,0.08658488591512044,4
254,7180,21,0.08464321494102478,5
255,7180,0,0.08216314514478047,6
256,7180,17,0.07549657424290974,7
257,7180,13,0.07364083329836528,8
258,7180,12,0.07282595833142598,9
259,7180,3,0.07019197940826416,10
260,7096,1,0.16377884149551392,1
